,key,date_time_of_pickup,longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,no_of_passenger,trip_distance,year,month,day,day_of_week,week_of_year,hour
5212,47:46.0,2012-10-09 03:47:46,-73.973881,40.747738,-74.005462,40.725569,1,3.624933977482893,2012,10,9,1,41,3
5213,47:46.0,2012-10-09 03:47:46,-74.003592,40.723733,-73.985063,40.748518,1,3.1654347067935626,2012,10,9,1,41,3
5214,47:46.0,2012-10-09 03:47:46,-73.972297,40.765243,-73.973423,40.78992,1,2.743870926601454,2012,10,9,1,41,3
5215,47:46.0,2012-10-09 03:47:46,-73.982409,40.768868,-73.982564,40.762232,1,0.7375416360288002,2012,10,9,1,41,3
5216,21:58.0,2013-11-21 18:21:58,-73.981773,40.780448,-73.989248,40.73007,1,5.633511810090763,2013,11,21,3,47,18
5217,57:26.0,2014-12-19 21:57:26,-73.990901,40.714599,-73.995937,40.697156,1,1.9842369361377359,2014,12,19,4,51,21
5218,57:26.0,2014-12-19 21:57:26,-74.00264,40.739887,-74.00676,40.749087,1,1.0795923635416729,2014,12,19,4,51,21
5219,57:26.0,2014-12-19 21:57:26,-73.9588,40.768052,-73.990914,40.760923,1,2.8166167711975754,2014,12,19,4,51,21
5220,57:26.0,2014-12-19 21:57:26,-73.997656,40.763843,-73.984524,40.769869,1,1.2922662622523555,2014,12,19,4,51,21
5221,24:22.0,2010-01-09 09:24:22,-73.991916,40.73377,-74.004062,40.725743,1,1.357136344545189,2010,1,9,5,1,9
5222,18:18.0,2011-11-01 22:18:18,-73.987075,40.729636,-73.978174,40.652918,1,8.558221818372413,2011,11,1,1,44,22
5223,46:54.0,2009-03-11 17:46:54,-73.991116,40.760447,-73.981394,40.739026,1,2.5171827161234526,2009,3,11,2,11,17
5224,46:54.0,2009-03-11 17:46:54,-73.970965,40.761673,-73.94342,40.822773,1,7.174323582380476,2009,3,11,2,11,17
5225,46:54.0,2009-03-11 17:46:54,-73.993424,40.747442,-73.972924,40.764441,1,2.558548882452135,2009,3,11,2,11,17
5226,46:54.0,2009-03-11 17:46:54,-73.981322,40.758661,-73.847409,40.725011,1,11.878699088827323,2009,3,11,2,11,17
5227,45:18.0,2014-12-06 23:45:18,-74.005571,40.740732,-73.986376,40.734591,1,1.7543850853537695,2014,12,6,5,49,23
5228,45:18.0,2014-12-06 23:45:18,-73.983586,40.72373,-73.982122,40.683162,1,4.509810338509364,2014,12,6,5,49,23
5229,45:18.0,2014-12-06 23:45:18,-73.924967,40.733251,-73.911261,40.687438,1,5.2202434858531195,2014,12,6,5,49,23
5230,45:18.0,2014-12-06 23:45:18,-73.987723,40.729469,-73.985562,40.74753,1,2.0152616310082543,2014,12,6,5,49,23
5231,23:58.0,2014-11-29 15:23:58,-73.982035,40.762853,-74.00399,40.742838,1,2.891840252140792,2014,11,29,5,48,15
5232,49:38.0,2010-03-04 05:49:38,-73.987164,40.718397,-73.956059,40.787502,1,8.113439592010964,2010,3,4,3,9,5
5233,49:38.0,2010-03-04 05:49:38,-73.974414,40.751189,-73.98798,40.728205,1,2.7978741822897826,2010,3,4,3,9,5
5234,49:38.0,2010-03-04 05:49:38,-73.967595,40.788563,-73.974658,40.787469,1,0.6065628615747062,2010,3,4,3,9,5
5235,52:06.0,2009-10-10 02:52:06,-73.949053,40.773255,-73.944573,40.784199,1,1.273242045944252,2009,10,10,5,41,2
5236,52:06.0,2009-10-10 02:52:06,-73.952922,40.772456,-73.990941,40.763483,1,3.3515114241307296,2009,10,10,5,41,2
5237,54:46.0,2012-08-22 16:54:46,-73.99178,40.754625,-74.007865,40.740408,1,2.0807979411161743,2012,8,22,2,34,16
5238,54:46.0,2012-08-22 16:54:46,-73.980744,40.782296,-73.950768,40.775969,1,2.6185641355388944,2012,8,22,2,34,16
5239,54:46.0,2012-08-22 16:54:46,-73.970938,40.783641,-73.982226,40.770234,1,1.7669058242428957,2012,8,22,2,34,16
5240,49:14.0,2015-05-01 03:49:14,-73.99746704,40.72097015,-73.9957962,40.72536087,1,0.5078051536611996,2015,5,1,4,18,3
5241,49:34.0,2009-02-21 16:49:34,-73.95632,40.80321,-73.975941,40.77638,1,3.40798879019609,2009,2,21,5,8,16
5242,04:14.0,2012-08-10 10:04:14,-73.959881,40.762439,-73.958006,40.783021,1,2.292613644298063,2012,8,10,4,32,10
5243,04:14.0,2012-08-10 10:04:14,-74.006948,40.728771,-73.964571,40.666175,1,7.818748125551426,2012,8,10,4,32,10
5244,04:14.0,2012-08-10 10:04:14,-73.969891,40.763064,-73.975586,40.754444,1,1.0711502069886607,2012,8,10,4,32,10
5245,04:14.0,2012-08-10 10:04:14,-73.945292,40.774363,-73.95545,40.77942,1,1.022977044897525,2012,8,10,4,32,10
5246,04:14.0,2012-08-10 10:04:14,-74.003813,40.72609,-73.999188,40.723188,1,0.505676021263171,2012,8,10,4,32,10
5247,04:14.0,2012-08-10 10:04:14,-73.950795,40.826158,-73.968422,40.799735,1,3.28929554425391,2012,8,10,4,32,10
5248,08:18.0,2013-05-10 17:08:18,-73.95473,40.765663,-74.006115,40.719323,1,6.725673302966874,2013,5,10,4,19,17
5249,08:18.0,2013-05-10 17:08:18,-73.999678,40.727283,-73.983178,40.72126,1,1.5423708843409722,2013,5,10,4,19,17
5250,08:18.0,2013-05-10 17:08:18,-73.981388,40.768626,-73.974602,40.778271,1,1.2144484292482771,2013,5,10,4,19,17
5251,08:18.0,2013-05-10 17:08:18,-73.989463,40.776517,-73.951428,40.802776,1,4.3307305406865675,2013,5,10,4,19,17
5252,08:18.0,2013-05-10 17:08:18,-73.965823,40.765282,-73.95634,40.77125,1,1.037687015817216,2013,5,10,4,19,17
5253,59:18.0,2009-09-25 08:59:18,-73.968928,40.758165,-73.983081,40.766888,1,1.5357988376729446,2009,9,25,4,39,8
5254,05:42.0,2014-08-02 17:05:42,-73.968336,40.75965,-73.99951,40.728752,1,4.321773692241996,2014,8,2,5,31,17
5255,05:42.0,2014-08-02 17:05:42,-73.993818,40.736253,-73.987132,40.729278,1,0.9579922806210365,2014,8,2,5,31,17
5256,16:10.0,2013-10-29 16:16:10,-73.972616,40.759162,-73.968434,40.767796,1,1.0219824357781666,2013,10,29,1,44,16
5257,16:10.0,2013-10-29 16:16:10,-73.986792,40.703655,-73.92705,40.703546,1,5.032872346223556,2013,10,29,1,44,16
5258,49:46.0,2009-11-11 18:49:46,-73.980046,40.751682,-73.953322,40.776883,1,3.5919051948419125,2009,11,11,2,46,18
5259,49:46.0,2009-11-11 18:49:46,-73.97832,40.751457,-73.974624,40.73309,1,2.064620538162862,2009,11,11,2,46,18
5260,49:46.0,2009-11-11 18:49:46,-73.99328,40.729766,-73.996114,40.72001,1,1.110096861997645,2009,11,11,2,46,18
5261,52:42.0,2009-10-16 23:52:42,-73.988462,40.718736,-73.982094,40.740189,1,2.4435354651159953,2009,10,16,4,42,23
5262,52:42.0,2009-10-16 23:52:42,-73.998515,40.724815,-73.987818,40.72257,1,0.9347827989166853,2009,10,16,4,42,23
5263,52:42.0,2009-10-16 23:52:42,-73.986081,40.744914,-74.000992,40.731518,1,1.9473826189242034,2009,10,16,4,42,23
5264,52:42.0,2009-10-16 23:52:42,-73.981386,40.766872,-73.915214,40.755477,1,5.711849264306854,2009,10,16,4,42,23
5265,52:42.0,2009-10-16 23:52:42,-73.976687,40.764044,-73.962527,40.772733,1,1.5337930051736026,2009,10,16,4,42,23
5266,52:42.0,2009-10-16 23:52:42,-73.996451,40.72213,-73.98324,40.726752,1,1.2254221642122765,2009,10,16,4,42,23
5267,36:26.0,2014-02-27 05:36:26,-73.977495,40.754055,-74.0024,40.740593,1,2.575667411995108,2014,2,27,3,9,5
5268,36:26.0,2014-02-27 05:36:26,-73.966501,40.767761,-73.97651,40.756095,1,1.5460724372694366,2014,2,27,3,9,5
5269,36:26.0,2014-02-27 05:36:26,-73.974882,40.755477,-73.971901,40.760116,1,0.5733350451001024,2014,2,27,3,9,5
5270,36:26.0,2014-02-27 05:36:26,-73.965491,40.759207,-73.969012,40.75437,1,0.6138097613193498,2014,2,27,3,9,5
5271,36:26.0,2014-02-27 05:36:26,-74.007567,40.740028,-73.994913,40.740035,1,1.065430563213221,2014,2,27,3,9,5
5272,36:26.0,2014-02-27 05:36:26,-73.978754,40.75849,-73.95625,40.774715,1,2.614979690863601,2014,2,27,3,9,5
5273,36:26.0,2014-02-27 05:36:26,-73.985247,40.747389,-74.010192,40.716529,1,4.021512194888093,2014,2,27,3,9,5
5274,36:26.0,2014-02-27 05:36:26,-74.001288,40.731168,-73.998322,40.735254,1,0.5182134075221925,2014,2,27,3,9,5
5275,12:30.0,2012-12-26 13:12:30,-74.000352,40.742693,-73.993534,40.762199,1,2.2423057246619496,2012,12,26,2,52,13
5276,12:30.0,2012-12-26 13:12:30,-74.008704,40.704141,-73.963774,40.761652,1,7.426828946133041,2012,12,26,2,52,13
5277,12:30.0,2012-12-26 13:12:30,-73.986903,40.733768,-73.982997,40.748045,1,1.6202601489854256,2012,12,26,2,52,13
5278,12:30.0,2012-12-26 13:12:30,-73.97763,40.742665,-73.987394,40.722462,1,2.390878198505066,2012,12,26,2,52,13
5279,24:02.0,2014-03-11 16:24:02,-73.971345,40.761861,-73.98029,40.745616,1,1.9559747134232792,2014,3,11,1,11,16
5280,24:02.0,2014-03-11 16:24:02,-73.997884,40.756095,-73.998421,40.740428,1,1.7415840124467328,2014,3,11,1,11,16
5281,24:02.0,2014-03-11 16:24:02,-73.969993,40.756124,-73.954773,40.767376,1,1.7901308118579502,2014,3,11,1,11,16
5282,28:38.0,2011-01-29 05:28:38,-73.990557,40.756965,-73.974158,40.752447,1,1.4689086622417282,2011,1,29,5,4,5
5283,28:38.0,2011-01-29 05:28:38,-73.95652,40.775592,-73.976208,40.763968,1,2.100941980248347,2011,1,29,5,4,5
5284,28:38.0,2011-01-29 05:28:38,-73.994027,40.751382,-73.995842,40.769051,1,1.9694039915065304,2011,1,29,5,4,5
5285,28:38.0,2011-01-29 05:28:38,-73.982016,40.778168,-73.993805,40.767172,1,1.5739773036790594,2011,1,29,5,4,5
5286,28:38.0,2011-01-29 05:28:38,-73.970674,40.751873,-73.981138,40.764089,1,1.6182176074400152,2011,1,29,5,4,5
5287,33:26.0,2015-05-07 11:33:26,-73.98201752,40.74899673,-73.9783783,40.7510376,1,0.3811752682910834,2015,5,7,3,19,11
5288,33:26.0,2015-05-07 11:33:26,-73.94612122,40.77271652,-73.9564743,40.77730179,1,1.0093019281200604,2015,5,7,3,19,11
5289,33:26.0,2015-05-07 11:33:26,-73.98765564,40.73285675,-74.00423431,40.74614334,1,2.0318652320517234,2015,5,7,3,19,11
5290,33:26.0,2015-05-07 11:33:26,-73.96601868,40.75849533,-73.99211121,40.73795319,1,3.1679940568670863,2015,5,7,3,19,11
5291,33:26.0,2015-05-07 11:33:26,-73.96012115,40.76998901,-73.9560318,40.78147125,1,1.3215560443944376,2015,5,7,3,19,11
5292,31:22.0,2010-10-25 09:31:22,-73.952839,40.783623,-73.956423,40.7749,1,1.0151756784814494,2010,10,25,0,43,9
5293,31:22.0,2010-10-25 09:31:22,-73.999295,40.680176,-73.98414,40.731198,1,5.811780880758257,2010,10,25,0,43,9
5294,31:22.0,2010-10-25 09:31:22,-73.99345,40.727543,-73.998951,40.733666,1,0.8231377828936023,2010,10,25,0,43,9
5295,31:22.0,2010-10-25 09:31:22,-73.971301,40.763577,-73.99847,40.750935,1,2.6839833943094704,2010,10,25,0,43,9
5296,07:54.0,2012-09-10 17:07:54,-73.954315,40.764268,-73.941882,40.837707,1,8.22766055927032,2012,9,10,0,37,17
5297,07:54.0,2012-09-10 17:07:54,-73.990362,40.731473,-73.958318,40.762117,1,4.344419414249152,2012,9,10,0,37,17
5298,07:54.0,2012-09-10 17:07:54,-73.964567,40.806592,-73.969661,40.797777,1,1.06918880203449,2012,9,10,0,37,17
5299,07:54.0,2012-09-10 17:07:54,-73.972693,40.755817,-73.970159,40.784047,1,3.1443023603533193,2012,9,10,0,37,17
5300,07:54.0,2012-09-10 17:07:54,-73.999548,40.734751,-73.977249,40.762429,1,3.603359664286038,2012,9,10,0,37,17
5301,07:54.0,2012-09-10 17:07:54,-73.988947,40.73084,-73.985881,40.752182,1,2.3856396967257636,2012,9,10,0,37,17
5302,07:54.0,2012-09-10 17:07:54,-73.983275,40.761004,-73.988634,40.746252,1,1.7002563836786413,2012,9,10,0,37,17
5303,54:22.0,2012-04-15 17:54:22,-73.978725,40.740913,-73.963209,40.763445,1,2.8240811093561575,2012,4,15,6,15,17
5304,06:10.0,2012-04-19 20:06:10,-73.98866,40.753063,-73.974611,40.743987,1,1.5543734148816215,2012,4,19,3,16,20
5305,06:10.0,2012-04-19 20:06:10,-73.974363,40.761041,-73.98884,40.748544,1,1.8476154840380612,2012,4,19,3,16,20
5306,06:10.0,2012-04-19 20:06:10,-73.991757,40.727024,-74.000898,40.707589,1,2.2928443228430058,2012,4,19,3,16,20
5307,06:10.0,2012-04-19 20:06:10,-73.994974,40.731691,-73.980213,40.747294,1,2.133311522361252,2012,4,19,3,16,20
5308,06:10.0,2012-04-19 20:06:10,-73.997085,40.733275,-73.995727,40.74094,1,0.8594147136752658,2012,4,19,3,16,20
5309,06:10.0,2012-04-19 20:06:10,-73.991359,40.74953,-73.959973,40.798883,1,6.0872319454656845,2012,4,19,3,16,20
5310,10:42.0,2012-06-12 19:10:42,-74.003121,40.7506,-73.970902,40.789309,1,5.084843821482352,2012,6,12,1,24,19
5311,10:42.0,2012-06-12 19:10:42,-73.986367,40.76669,-73.955684,40.804604,1,4.94124855132491,2012,6,12,1,24,19
5312,10:42.0,2012-06-12 19:10:42,-74.002578,40.733337,-74.028842,40.749803,1,2.8701869250974927,2012,6,12,1,24,19
5313,25:26.0,2009-04-30 18:25:26,-73.948292,40.744792,-73.991444,40.715885,1,4.8500881844943,2009,4,30,3,18,18
5314,25:26.0,2009-04-30 18:25:26,-74.009872,40.717461,-73.99133,40.755209,1,4.47587943674581,2009,4,30,3,18,18
5315,25:26.0,2009-04-30 18:25:26,-74.003797,40.747659,-73.992449,40.763702,1,2.022571720679392,2009,4,30,3,18,18
5316,25:26.0,2009-04-30 18:25:26,-73.975266,40.759182,-73.977502,40.74458,1,1.633530061364053,2009,4,30,3,18,18
5317,18:34.0,2011-02-20 02:18:34,-73.917787,40.743309,-73.920327,40.865696,1,13.601947348756351,2011,2,20,6,7,2
5318,18:34.0,2011-02-20 02:18:34,-73.947729,40.783451,-73.958861,40.767402,1,2.014508885663937,2011,2,20,6,7,2
5319,50:54.0,2013-04-21 15:50:54,-73.862872,40.769064,-73.95317,40.647994,1,15.455277608396305,2013,4,21,6,16,15
5320,33:18.0,2011-06-11 17:33:18,-73.99125,40.750241,-73.986936,40.721123,1,3.256066767576269,2011,6,11,5,23,17
5321,21:18.0,2013-02-06 14:21:18,-73.994581,40.765902,-73.990703,40.750801,1,1.709554029893709,2013,2,6,2,6,14
5322,21:18.0,2013-02-06 14:21:18,-73.986052,40.759178,-73.965307,40.760462,1,1.751969365175502,2013,2,6,2,6,14
5323,21:18.0,2013-02-06 14:21:18,-74.005777,40.750704,-73.992952,40.723655,1,3.1939163219540685,2013,2,6,2,6,14
5324,21:18.0,2013-02-06 14:21:18,-73.960288,40.770098,-73.949905,40.784362,1,1.8099473126145114,2013,2,6,2,6,14
5325,05:34.0,2014-05-01 17:05:34,-73.965414,40.759027,-73.971179,40.75115,1,1.0008546232746676,2014,5,1,3,18,17
5326,05:34.0,2014-05-01 17:05:34,-73.992075,40.733848,-73.950325,40.77379,1,5.661494721273248,2014,5,1,3,18,17
5327,41:26.0,2013-07-21 07:41:26,-74.002687,40.739406,-73.976434,40.78575,1,5.604015590417954,2013,7,21,6,29,7
5328,41:26.0,2013-07-21 07:41:26,-73.992155,40.738729,-73.999824,40.73445,1,0.8019263905745193,2013,7,21,6,29,7
5329,23:54.0,2011-04-22 15:23:54,-73.990868,40.750818,-74.003062,40.718157,1,3.771902466633722,2011,4,22,4,16,15
5330,23:54.0,2011-04-22 15:23:54,-74.003693,40.729344,-74.00931,40.715475,1,1.6121618250382095,2011,4,22,4,16,15
5331,23:54.0,2011-04-22 15:23:54,-73.776847,40.646296,-73.986415,40.728074,1,19.860145082763186,2011,4,22,4,16,15
5332,46:50.0,2012-09-04 01:46:50,-73.998389,40.735294,-74.007833,40.742741,1,1.1476635733100335,2012,9,4,1,36,1
5333,46:50.0,2012-09-04 01:46:50,-73.959528,40.780051,-73.872789,40.77431,1,7.32692043300167,2012,9,4,1,36,1
5334,57:34.0,2009-03-24 07:57:34,-74.010077,40.712239,-73.980667,40.742287,1,4.157355945302698,2009,3,24,1,13,7
5335,57:34.0,2009-03-24 07:57:34,-73.991237,40.732755,-74.001382,40.740109,1,1.182176304608139,2009,3,24,1,13,7
5336,57:34.0,2009-03-24 07:57:34,-73.965302,40.774881,-73.969291,40.769432,1,0.692350980927399,2009,3,24,1,13,7
5337,57:34.0,2009-03-24 07:57:34,-73.974904,40.787774,-73.971973,40.791656,1,0.49689594433945156,2009,3,24,1,13,7
5338,57:34.0,2009-03-24 07:57:34,-73.989976,40.762039,-74.000683,40.761889,1,0.9013553309372474,2009,3,24,1,13,7
5339,05:34.0,2011-07-05 18:05:34,-74.003208,40.72699,-74.015799,40.707875,1,2.3741675240552973,2011,7,5,1,27,18
5340,41:06.0,2011-09-17 11:41:06,-73.998052,40.756324,-74.00722,40.741346,1,1.8346757587524531,2011,9,17,5,37,11
5341,41:06.0,2011-09-17 11:41:06,-73.978718,40.762095,-73.97528,40.760391,1,0.34582567599434116,2011,9,17,5,37,11
5342,37:10.0,2011-12-25 00:37:10,-73.882533,40.74292,-73.863036,40.749566,1,1.7999321576146101,2011,12,25,6,51,0
5343,21:58.0,2015-03-05 09:21:58,-73.97547913,40.7612381,-73.99584198,40.76924133,1,1.9308598506814598,2015,3,5,3,10,9
5344,21:58.0,2015-03-05 09:21:58,-73.96035767,40.76222992,-73.96676636,40.75186157,1,1.2722185342424575,2015,3,5,3,10,9
5345,16:10.0,2014-09-01 05:16:10,-74.007035,40.708155,-73.998036,40.720998,1,1.6159750915519777,2014,9,1,0,36,5
5346,16:10.0,2015-06-21 13:16:10,-73.97697449,40.74321747,-73.97688293,40.72896576,1,1.5837416558293984,2015,6,21,6,25,13
5347,16:10.0,2015-06-21 13:16:10,-73.98588562,40.7677536,-74.00359344,40.73553848,1,3.877872478479566,2015,6,21,6,25,13
5348,16:10.0,2015-06-21 13:16:10,-73.98461151,40.74823761,-73.95906067,40.78049088,1,4.179815078590389,2015,6,21,6,25,13
5349,16:10.0,2015-06-21 13:16:10,-73.98680115,40.74500656,-74.00827026,40.72328568,1,3.015667061969274,2015,6,21,6,25,13
5350,16:10.0,2015-06-21 13:16:10,-73.98832703,40.74045944,-73.97294617,40.75859833,1,2.3957460527631884,2015,6,21,6,25,13
5351,04:10.0,2010-06-02 18:04:10,-73.983358,40.761881,-73.970271,40.783854,1,2.678639747770395,2010,6,2,2,22,18
5352,04:10.0,2010-06-02 18:04:10,-74.003254,40.727544,-73.959082,40.777472,1,6.679075611634958,2010,6,2,2,22,18
5353,04:10.0,2010-06-02 18:04:10,-73.957843,40.774518,-73.962532,40.755121,1,2.1913248744884575,2010,6,2,2,22,18
5354,04:10.0,2010-06-02 18:04:10,-73.959725,40.767264,-73.970383,40.759986,1,1.207813451988057,2010,6,2,2,22,18
5355,37:02.0,2014-03-01 05:37:02,-73.984561,40.767132,-73.986079,40.777736,1,1.1852752024923923,2014,3,1,5,9,5
5356,37:02.0,2014-03-01 05:37:02,-73.981374,40.77133,-73.977769,40.784073,1,1.448196505892862,2014,3,1,5,9,5
5357,37:02.0,2014-03-01 05:37:02,-73.776792,40.645419,-73.989623,40.776592,1,23.105734344733357,2014,3,1,5,9,5
5358,12:18.0,2011-07-18 08:12:18,-74.005577,40.751039,-73.991831,40.754495,1,1.219218483051474,2011,7,18,0,29,8
5359,12:18.0,2011-07-18 08:12:18,-73.999277,40.72682,-74.000326,40.738005,1,1.246069262674458,2011,7,18,0,29,8
5360,12:18.0,2011-07-18 08:12:18,-73.971742,40.760494,-73.95708,40.778426,1,2.3438157804145927,2011,7,18,0,29,8
5361,36:02.0,2015-02-27 15:36:02,-73.97102356,40.75992584,-74.00367737,40.74283981,1,3.3408672088879543,2015,2,27,4,9,15
5362,36:02.0,2015-02-27 15:36:02,-74.00369263,40.73487854,-74.00746155,40.73102188,1,0.533286908849289,2015,2,27,4,9,15
5363,36:02.0,2015-02-27 15:36:02,-73.97987366,40.72674561,-73.9625473,40.768013,1,4.8122419626729585,2015,2,27,4,9,15
5364,36:02.0,2015-02-27 15:36:02,-74.00662994,40.71635818,-73.99849701,40.71886826,1,0.7396137695839198,2015,2,27,4,9,15
5365,36:02.0,2015-02-27 15:36:02,-73.99133301,40.73913956,-73.97418976,40.73130035,1,1.6860050325011038,2015,2,27,4,9,15
5366,36:02.0,2015-02-27 15:36:02,-73.97131348,40.7578125,-73.9881897,40.75,1,1.6649045994348786,2015,2,27,4,9,15
5367,36:02.0,2015-02-27 15:36:02,-73.86355591,40.76979065,-73.94900513,40.77746964,1,7.241396213632626,2015,2,27,4,9,15
5368,36:02.0,2015-02-27 15:36:02,-73.98962402,40.73412704,-73.97905731,40.72648239,1,1.2302215970786476,2015,2,27,4,9,15
5369,36:02.0,2015-02-27 15:36:02,-74.01036835,40.71930695,-73.95253754,40.74391937,1,5.585295509571539,2015,2,27,4,9,15
5370,10:10.0,2012-04-16 17:10:10,-73.982069,40.771573,-73.947357,40.77598,1,2.9619336006998545,2012,4,16,0,16,17
5371,26:26.0,2015-06-14 04:26:26,-73.9865036,40.72599411,-73.98180389,40.73489761,1,1.0656183261208345,2015,6,14,6,24,4
5372,45:42.0,2014-01-15 18:45:42,-73.978718,40.756757,-73.991032,40.750788,1,1.230646761150805,2014,1,15,2,3,18
5373,45:42.0,2014-01-15 18:45:42,-73.978057,40.777202,-73.783005,40.64395,1,22.118171711024292,2014,1,15,2,3,18
5374,45:42.0,2014-01-15 18:45:42,-73.991838,40.731211,-73.963357,40.763348,1,4.301500250651228,2014,1,15,2,3,18
5375,16:10.0,2013-04-06 15:16:10,-73.952153,40.781237,-73.955238,40.785619,1,0.5518166122056426,2013,4,6,5,14,15
5376,16:10.0,2013-04-06 15:16:10,-73.993252,40.747184,-73.983194,40.731548,1,1.9329420341567147,2013,4,6,5,14,15
5377,16:10.0,2013-04-06 15:16:10,-73.983647,40.7637,-73.971978,40.781694,1,2.227709989236522,2013,4,6,5,14,15
5378,16:10.0,2013-04-06 15:16:10,-73.994883,40.717119,-73.982422,40.686439,1,3.5672815288254154,2013,4,6,5,14,15
5379,08:26.0,2014-03-08 12:08:26,-73.972333,40.786357,-73.964568,40.756603,1,3.3703751729984917,2014,3,8,5,10,12
5380,08:26.0,2014-03-08 12:08:26,-73.974628,40.751562,-73.972166,40.75449,1,0.385774774613675,2014,3,8,5,10,12
5381,40:42.0,2013-12-06 19:40:42,-73.993913,40.742901,-74.004396,40.721372,1,2.5500731832371675,2013,12,6,4,49,19
5382,40:42.0,2013-12-06 19:40:42,-73.977639,40.779588,-74.020072,40.635842,1,16.368836494002377,2013,12,6,4,49,19
5383,40:42.0,2013-12-06 19:40:42,-73.991011,40.750857,-73.839587,40.720656,1,13.184574493775592,2013,12,6,4,49,19
5384,40:42.0,2013-12-06 19:40:42,-73.985327,40.762873,-74.005615,40.725739,1,4.466061834425386,2013,12,6,4,49,19
5385,09:50.0,2013-08-19 13:09:50,-73.969981,40.7974,-73.967705,40.789602,1,0.8874566022782716,2013,8,19,0,34,13
5386,09:50.0,2013-08-19 13:09:50,-73.982537,40.777229,-73.959483,40.763583,1,2.4624907189619107,2013,8,19,0,34,13
5387,09:50.0,2013-08-19 13:09:50,-73.981094,40.737914,-73.992577,40.742985,1,1.1190660023271808,2013,8,19,0,34,13
5388,09:50.0,2013-08-19 13:09:50,-73.985419,40.735399,-73.97896,40.761547,1,2.9561401294741034,2013,8,19,0,34,13
5389,38:38.0,2009-11-02 17:38:38,-73.981182,40.769162,-73.943876,40.793841,1,4.16833385530837,2009,11,2,0,45,17
5390,11:30.0,2009-06-03 05:11:30,-73.954233,40.787053,-73.95473,40.765605,1,2.3837783530175907,2009,6,3,2,23,5
5391,11:30.0,2009-06-03 05:11:30,-73.97216,40.792327,-73.942339,40.84175,1,6.037656031628223,2009,6,3,2,23,5
5392,11:30.0,2009-06-03 05:11:30,-73.953975,40.770476,-73.968122,40.755625,1,2.035037413839266,2009,6,3,2,23,5
5393,11:30.0,2009-06-03 05:11:30,-73.959619,40.767682,-73.968303,40.762262,1,0.9470841358465364,2009,6,3,2,23,5
5394,01:54.0,2015-03-12 09:01:54,-73.98240662,40.76429749,-73.99097443,40.75056839,1,1.687520381515375,2015,3,12,3,11,9
5395,01:54.0,2015-03-12 09:01:54,-73.99783325,40.72412872,-73.97593689,40.74848938,1,3.2752965287863267,2015,3,12,3,11,9
5396,01:54.0,2015-03-12 09:01:54,-73.99073792,40.7555542,-73.98069763,40.77086258,1,1.8994834019629998,2015,3,12,3,11,9
5397,01:54.0,2015-03-12 09:01:54,-73.96637726,40.76229858,-73.95764923,40.76845169,1,1.003575741727517,2015,3,12,3,11,9
5398,13:58.0,2013-02-05 02:13:58,-73.988913,40.726746,-73.943084,40.721887,1,3.897168027370105,2013,2,5,1,6,2
5399,13:58.0,2013-02-05 02:13:58,-73.96253,40.766757,-73.776457,40.645057,1,20.702582647051567,2013,2,5,1,6,2
5400,13:58.0,2013-02-05 02:13:58,-73.969842,40.76294,-73.964888,40.710532,1,5.838764424602312,2013,2,5,1,6,2
5401,39:34.0,2014-05-19 02:39:34,-73.978353,40.752275,-73.985722,40.741364,1,1.36198398809194,2014,5,19,0,21,2
5402,48:22.0,2014-10-04 17:48:22,-73.987936,40.738521,-73.978196,40.751111,1,1.6216712498783057,2014,10,4,5,40,17
5403,48:22.0,2014-10-04 17:48:22,-73.981472,40.783674,-73.988517,40.765056,1,2.152195679751407,2014,10,4,5,40,17
5404,48:22.0,2014-10-04 17:48:22,-73.987336,40.750779,-73.931152,40.860071,1,13.032152649865644,2014,10,4,5,40,17
5405,13:34.0,2012-01-22 00:13:34,-73.98605,40.73493,-73.953751,40.77542,1,5.257120873032751,2012,1,22,6,3,0
5406,13:34.0,2012-01-22 00:13:34,-74.006761,40.744147,-73.993859,40.756718,1,1.7695148497790485,2012,1,22,6,3,0
5407,13:34.0,2012-01-22 00:13:34,-73.985066,40.74456,-73.988432,40.769117,1,2.743569063726865,2012,1,22,6,3,0
5408,13:34.0,2012-01-22 00:13:34,-73.989992,40.729338,-73.952912,40.774243,1,5.885953426629307,2012,1,22,6,3,0
5409,13:02.0,2010-07-27 02:13:02,-73.781944,40.644783,-73.861819,40.68726,1,8.222554200395978,2010,7,27,1,30,2
5410,19:18.0,2013-06-21 07:19:18,-73.959484,40.771742,-73.949659,40.776991,1,1.0118536670016214,2013,6,21,4,25,7
5411,19:18.0,2013-06-21 07:19:18,-73.991564,40.764926,-73.994477,40.743741,1,2.3669218700988095,2013,6,21,4,25,7
5412,52:26.0,2010-12-23 01:52:26,-73.974195,40.783826,-73.862035,40.76855,1,9.589853953206454,2010,12,23,3,51,1
5413,52:26.0,2010-12-23 01:52:26,-73.960081,40.758553,-73.776516,40.645027,1,19.95756257455117,2010,12,23,3,51,1
5414,33:34.0,2010-12-17 06:33:34,-73.956795,40.817909,-73.971183,40.797929,1,2.528676357528454,2010,12,17,4,50,6
5415,33:34.0,2010-12-17 06:33:34,-74.010492,40.712431,-74.005071,40.716747,1,0.6622095829133476,2010,12,17,4,50,6
